TRANSACTION,Transaction date,Account name,Transaction date,Original payee name from import,Transaction amount,Link to PAYEE record,Transaction memo
21119-3996-6887,09-11-2024,Business Platinum Card®,09-11-2024,Uber.com,-2.69,P211195285,
21119-3996-6888,09-11-2024,Business Platinum Card®,09-11-2024,Uber.com,-93.69,P211195285,
21119-3996-6889,09-12-2024,Business Platinum Card®,09-12-2024,Uber.com,-115.57,P211195285,
21119-3996-6890,09-16-2024,Business Platinum Card®,09-16-2024,Uber.com,-9.99,P211195285,
21119-3996-6891,09-16-2024,Business Platinum Card®,09-16-2024,Uber.com,-68.78,P211195285,
21119-3996-6892,09-17-2024,Business Platinum Card®,09-17-2024,Uber.com,-10.73,P211195285,
21119-3996-6893,09-26-2024,Business Platinum Card®,09-26-2024,Uber.com,-16.34,P211195285,
21119-3996-6894,10-10-2024,Business Platinum Card®,10-10-2024,Uber.com,-8.33,P211195285,
21119-3996-6895,10-16-2024,Business Platinum Card®,10-16-2024,Uber.com,-9.99,P211195285,
21119-3996-6896,10-19-2024,Business Platinum Card®,10-19-2024,Uber.com,-47.46,P211195285,
21119-3996-6897,10-25-2024,Business Platinum Card®,10-25-2024,Uber.com,-16.52,P211195285,
21119-3996-6898,11-06-2024,Business Platinum Card®,11-06-2024,Uber.com,-46.76,P211195285,
21119-3996-6899,11-16-2024,Business Platinum Card®,11-16-2024,Uber.com,-9.99,P211195285,
21119-3996-6900,11-26-2024,Business Platinum Card®,11-26-2024,Uber.com,-20.85,P211195284,
21119-3996-6901,11-29-2024,Business Platinum Card®,11-29-2024,Uber.com,-42.76,P211195284,
21119-3996-6902,11-30-2024,Business Platinum Card®,11-30-2024,Uber.com,-38.36,P211195284,
21119-3996-6903,12-04-2024,Business Platinum Card®,12-04-2024,Uber.com,-30.94,P211195284,
21119-3996-6904,12-08-2024,Business Platinum Card®,12-08-2024,Uber.com,-17.06,P211195284,
21119-3996-6905,12-09-2024,Business Platinum Card®,12-09-2024,Uber.com,-11.86,P211195284,
21119-3996-6906,12-09-2024,Business Platinum Card®,12-09-2024,Uber.com,-25.30,P211195284,
21119-3996-6907,12-13-2024,Business Platinum Card®,12-13-2024,Uber.com,-29.62,P211195284,
21119-3996-6908,12-14-2024,Business Platinum Card®,12-14-2024,Uber.com,-19.22,P211195284,
21119-3996-6909,12-16-2024,Business Platinum Card®,12-16-2024,Uber.com,-9.99,P211195284,
21119-3996-6910,12-18-2024,Business Platinum Card®,12-18-2024,Uber.com,-11.44,P211195280,
21119-3996-6911,12-18-2024,Business Platinum Card®,12-18-2024,Uber.com,-9.38,P211195280,
21119-3996-6912,12-21-2024,Business Platinum Card®,12-21-2024,Uber.com,-11.52,P211195280,
21119-3996-6913,12-22-2024,Business Platinum Card®,12-22-2024,Uber.com,-14.88,P211195280,
21119-3996-6914,12-25-2024,Business Platinum Card®,12-25-2024,Uber.com,-36.90,P211195280,
21119-3996-6915,12-27-2024,Business Platinum Card®,12-27-2024,Uber.com,-12.41,P211195280,
21119-3996-6916,12-27-2024,Business Platinum Card®,12-27-2024,Uber.com,-16.55,P211195280,
21119-3996-6917,12-28-2024,Business Platinum Card®,12-28-2024,Uber.com,-15.24,P211195280,
21119-3996-6918,12-29-2024,Business Platinum Card®,12-29-2024,Uber.com,-43.93,P211195280,
21119-3996-6919,01-01-2025,Business Platinum Card®,01-01-2025,Uber.com,-11.71,P211195280,
21119-3996-6920,01-01-2025,Business Platinum Card®,01-01-2025,Uber.com,-12.33,P211195284,
21119-3996-6921,01-16-2025,Business Platinum Card®,01-16-2025,Uber.com,-9.99,P211195284,
21119-3996-6922,01-27-2025,Business Platinum Card®,01-27-2025,Uber.com,-14.93,P211195284,
21119-3996-6923,01-27-2025,Business Platinum Card®,01-27-2025,Uber.com,-5.42,P211195284,
21119-3996-6924,01-29-2025,Business Platinum Card®,01-29-2025,Uber.com,-3.00,P211195284,
21119-3996-6925,01-29-2025,Business Platinum Card®,01-29-2025,Uber.com,-29.91,P211195284,
21119-3996-6926,02-06-2025,Business Platinum Card®,02-06-2025,Uber.com,-13.96,P211195284,
21119-3996-6927,02-07-2025,Business Platinum Card®,02-07-2025,Uber.com,-37.95,P211195284,
21119-3996-6928,02-07-2025,Business Platinum Card®,02-07-2025,Uber.com,-39.96,P211195284,
21119-3996-6929,02-10-2025,Business Platinum Card®,02-10-2025,Uber.com,-11.90,P211195284,
21119-3996-6930,02-11-2025,Business Platinum Card®,02-11-2025,Uber.com,-39.92,P211195284,
21119-3996-6931,02-12-2025,Business Platinum Card®,02-12-2025,Uber.com,-40.99,P211195284,
21119-3996-6932,02-16-2025,Business Platinum Card®,02-16-2025,Uber.com,-9.99,P211195284,
21119-3996-6933,02-16-2025,Business Platinum Card®,02-16-2025,Uber.com,-50.38,P211195284,
21119-3996-6934,02-20-2025,Business Platinum Card®,02-20-2025,Uber.com,-13.44,P211195284,
21119-3996-6935,02-20-2025,Business Platinum Card®,02-20-2025,Uber.com,-19.96,P211195284,
21119-3996-6936,02-27-2025,Business Platinum Card®,02-27-2025,Uber.com,-22.25,P211195284,
21119-3996-6937,02-27-2025,Business Platinum Card®,02-27-2025,Uber.com,-75.71,P211195284,
21119-3996-6938,02-27-2025,Business Platinum Card®,02-27-2025,Uber.com,-18.13,P211195284,
21119-3996-6939,03-07-2025,Business Platinum Card®,03-07-2025,Uber.com,-16.03,P211195284,
21119-3996-6940,03-15-2025,Business Platinum Card®,03-15-2025,Uber.com,-5.00,P211195284,
21119-3996-6941,03-15-2025,Business Platinum Card®,03-15-2025,Uber.com,-14.92,P211195284,
21119-3996-6942,03-15-2025,Business Platinum Card®,03-15-2025,Uber.com,-15.92,P211195284,
21119-3996-6943,03-15-2025,Business Platinum Card®,03-15-2025,Uber.com,-5.00,P211195284,
21119-3996-6944,03-15-2025,Business Platinum Card®,03-15-2025,Uber.com,-3.00,P211195284,
21119-3996-6945,03-16-2025,Business Platinum Card®,03-16-2025,Uber.com,-9.99,P211195284,
21119-3996-6946,03-18-2025,Business Platinum Card®,03-18-2025,Uber.com,-3.00,P211195284,
21119-3996-6947,03-21-2025,Business Platinum Card®,03-21-2025,Uber.com,-22.47,P211195284,
21119-3996-6948,03-21-2025,Business Platinum Card®,03-21-2025,Uber.com,-51.11,P211195284,
21119-3996-6949,03-27-2025,Business Platinum Card®,03-27-2025,Uber.com,-9.74,P211195284,
21119-3996-6950,03-28-2025,Business Platinum Card®,03-28-2025,Uber.com,-10.40,P211195280,
21119-3996-6951,04-02-2025,Business Platinum Card®,04-02-2025,Uber.com,-21.34,P211195280,
21119-3996-6952,04-18-2025,Business Platinum Card®,04-18-2025,Uber.com,-9.99,P211195280,
21119-3996-6953,04-30-2025,Business Platinum Card®,04-30-2025,Uber.com,-37.32,P211195280,
21119-3996-6954,05-02-2025,Business Platinum Card®,05-02-2025,Uber.com,-45.25,P211195280,
21119-3996-6955,05-03-2025,Business Platinum Card®,05-03-2025,Uber.com,-31.96,P211195280,
21119-3996-6956,05-06-2025,Business Platinum Card®,05-06-2025,Uber.com,-51.62,P211195280,
21119-3996-6957,05-17-2025,Business Platinum Card®,05-17-2025,Uber.com,-9.99,P211195280,
21119-3996-6958,05-18-2025,Chase Freedom,05-18-2025,Uber.com,-32.06,P211195280,
21119-3996-6959,05-24-2025,Business Platinum Card®,05-24-2025,Uber.com,-36.09,P211195280,
21119-3996-6960,05-26-2025,Business Platinum Card®,05-26-2025,Uber.com,-36.50,P211195284,
21119-3996-6961,05-26-2025,Chase Freedom,05-26-2025,Uber.com,-24.15,P211195284,
21119-3996-6962,05-29-2025,Business Platinum Card®,05-29-2025,Uber.com,-36.48,P211195284,
21119-3996-6963,05-30-2025,Chase Freedom,05-30-2025,Uber.com,-10.34,P211195284,
21119-3996-6964,06-04-2025,Business Platinum Card®,06-04-2025,Uber.com,-38.04,P211195284,
21119-3996-6965,06-09-2025,Business Platinum Card®,06-09-2025,Uber.com,-39.92,P211195284,
21119-3996-6966,06-17-2025,Business Platinum Card®,06-17-2025,Uber.com,-44.86,P211195284,
21119-3996-6967,06-17-2025,Business Platinum Card®,06-17-2025,Uber.com,-9.99,P211195284,
21119-3996-6968,06-20-2025,Business Platinum Card®,06-20-2025,Uber.com,-118.63,P211195284,
21119-3996-6969,07-13-2025,Business Platinum Card®,07-13-2025,Uber.com,-42.53,P211195284,
21119-3996-6970,07-14-2025,Chase Freedom,07-14-2025,Uber.com,-57.90,P211195281,
21119-3996-6971,07-17-2025,Business Platinum Card®,07-17-2025,Uber.com,-9.99,P211195281,
21119-3996-6972,07-19-2025,Business Platinum Card®,07-19-2025,Uber.com,-7.70,P211195281,
21119-3996-6973,07-26-2025,Blue Business Cash(TM),07-26-2025,Uber.com,-21.74,P211195281,
21119-3996-6974,07-27-2025,Chase Freedom,07-27-2025,Uber.com,-5.00,P211195281,
21119-3996-6975,08-01-2025,Chase Freedom,08-01-2025,Uber.com,-33.91,P211195281,
21119-3996-6976,08-01-2025,Chase Freedom,08-01-2025,Uber.com,-8.98,P211195281,
21119-3996-6977,08-03-2025,Chase Freedom,08-03-2025,Uber.com,-12.92,P211195281,
21119-3996-6978,08-03-2025,Chase Freedom,08-03-2025,Uber.com,-18.94,P211195281,
21119-3996-6979,08-03-2025,Chase Bonvoy,08-03-2025,Uber.com,-29.13,P211195281,
21119-3996-6980,08-03-2025,Chase Bonvoy,08-03-2025,Uber.com,-25.75,P211195284,
21119-3996-6981,08-03-2025,Chase Bonvoy,08-03-2025,Uber.com,-10.18,P211195284,
21119-3996-6982,08-05-2025,Chase Ink,08-05-2025,Uber.com,-13.12,P211195284,
21119-3996-6983,08-05-2025,Chase Freedom,08-05-2025,Uber.com,-32.94,P211195284,
21119-3996-6984,08-10-2025,Business Platinum Card®,08-10-2025,Uber.com,-13.47,P211195284,
21119-3996-6985,08-10-2025,Business Platinum Card®,08-10-2025,Uber.com,-15.36,P211195284,
21119-3996-6986,08-10-2025,Chase Bonvoy,08-10-2025,Uber.com,-9.99,P211195284,
21119-3996-6987,08-16-2025,Business Platinum Card®,08-16-2025,Uber.com,-24.33,P211195284,
21119-3996-6988,08-17-2025,Business Platinum Card®,08-17-2025,Uber.com,-9.99,P211195284,
21119-3996-6989,09-04-2025,Quicksilver,09-04-2025,Uber.com,-101.10,P211195284,
21119-3996-6990,09-07-2025,Business Platinum Card®,09-07-2025,Uber.com,-5.45,P211195280,
21119-3996-6991,09-08-2025,Business Platinum Card®,09-08-2025,Uber.com,-19.63,P211195280,
21119-3996-6992,09-09-2025,Business Platinum Card®,09-09-2025,Uber.com,-9.92,P211195280,
21119-3996-6993,09-10-2025,Business Platinum Card®,09-10-2025,Uber.com,-19.82,P211195280,
21119-3996-6994,09-13-2025,Blue Business Cash(TM),09-13-2025,Uber.com,-9.99,P211195280,
21119-3996-6995,09-17-2025,Business Platinum Card®,09-17-2025,Uber.com,-9.99,P211195280,
21119-3996-6996,09-28-2025,Chase Freedom,09-28-2025,Uber.com,-17.92,P211195280,
21119-3996-6997,09-28-2025,Chase Freedom,09-28-2025,Uber.com,-36.91,P211195280,
21119-3996-6998,10-11-2025,Business Platinum Card®,10-11-2025,Uber.com,-35.17,P211195280,
21119-3996-6999,10-12-2025,Business Platinum Card®,10-12-2025,Uber.com,-15.45,P211195280,
21119-3996-7000,10-12-2025,Business Platinum Card®,10-12-2025,Uber.com,-10.36,P211195280,
21119-3996-7001,10-12-2025,Business Platinum Card®,10-12-2025,Uber.com,-16.78,P211195280,
21119-3996-7002,10-15-2025,Business Platinum Card®,10-15-2025,Uber.com,-39.93,P211195280,
21119-3996-7003,10-17-2025,Business Platinum Card®,10-17-2025,Uber.com,-9.99,P211195280,
21119-3996-7004,10-22-2025,Quicksilver,10-22-2025,Uber.com,-5.50,P211195280,
21119-3996-7005,03-31-2023,Business Platinum Card®,03-31-2023,Ubiquiti Inc.,-1309.00,P211195280,
21119-3996-7006,04-11-2023,Business Platinum Card®,04-11-2023,Ubiquiti Inc.,-16.71,P211195280,
21119-3996-7007,04-18-2023,Business Platinum Card®,04-18-2023,Ubiquiti Inc.,-3.26,P211195280,
21119-3996-7008,04-28-2023,Business Platinum Card®,04-28-2023,Ubiquiti Inc.,-29.97,P211195280,
21119-3996-7009,04-28-2023,Business Platinum Card®,04-28-2023,Ubiquiti Inc.,-9.99,P211195280,
21119-3996-7010,05-28-2023,Business Platinum Card®,05-28-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7011,05-28-2023,Business Platinum Card®,05-28-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7012,06-28-2023,Business Platinum Card®,06-28-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7013,06-28-2023,Business Platinum Card®,06-28-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7014,07-28-2023,Business Platinum Card®,07-28-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7015,07-28-2023,Business Platinum Card®,07-28-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7016,08-28-2023,Business Platinum Card®,08-28-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7017,08-28-2023,Business Platinum Card®,08-28-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7018,09-29-2023,Business Platinum Card®,09-29-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7019,09-29-2023,Business Platinum Card®,09-29-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7020,10-28-2023,Business Platinum Card®,10-28-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7021,10-28-2023,Business Platinum Card®,10-28-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7022,11-28-2023,Business Platinum Card®,11-28-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7023,11-28-2023,Business Platinum Card®,11-28-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7024,12-28-2023,Business Platinum Card®,12-28-2023,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7025,12-28-2023,Business Platinum Card®,12-28-2023,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7026,01-28-2024,Business Platinum Card®,01-28-2024,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7027,01-28-2024,Business Platinum Card®,01-28-2024,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7028,02-28-2024,Business Platinum Card®,02-28-2024,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7029,02-28-2024,Business Platinum Card®,02-28-2024,Ubiquiti Inc.,-30.02,P211195284,
21119-3996-7030,03-28-2024,Business Platinum Card®,03-28-2024,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7031,03-28-2024,Business Platinum Card®,03-28-2024,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7032,04-28-2024,Business Platinum Card®,04-28-2024,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7033,04-28-2024,Business Platinum Card®,04-28-2024,Ubiquiti Inc.,-9.99,P211195284,
21119-3996-7034,05-16-2024,Business Platinum Card®,05-16-2024,Ubiquiti Inc.,-5.70,P211195284,
21119-3996-7035,05-28-2024,Business Platinum Card®,05-28-2024,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7036,05-28-2024,Business Platinum Card®,05-28-2024,Ubiquiti Inc.,-24.99,P211195284,
21119-3996-7037,06-28-2024,Business Platinum Card®,06-28-2024,Ubiquiti Inc.,-24.99,P211195284,
21119-3996-7038,06-28-2024,Business Platinum Card®,06-28-2024,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7039,07-28-2024,Business Platinum Card®,07-28-2024,Ubiquiti Inc.,-29.97,P211195284,
21119-3996-7040,07-28-2024,Business Platinum Card®,07-28-2024,Ubiquiti Inc.,-24.99,P211195285,
21119-3996-7041,08-28-2024,Business Platinum Card®,08-28-2024,Ubiquiti Inc.,-29.97,P211195285,
21119-3996-7042,08-28-2024,Business Platinum Card®,08-28-2024,Ubiquiti Inc.,-24.99,P211195285,
21119-3996-7043,09-28-2024,Business Platinum Card®,09-28-2024,Ubiquiti Inc.,-29.97,P211195285,
21119-3996-7044,09-28-2024,Business Platinum Card®,09-28-2024,Ubiquiti Inc.,-24.99,P211195285,
21119-3996-7045,10-01-2024,Business Platinum Card®,10-01-2024,Ubiquiti Inc.,-13.35,P211195285,
21119-3996-7046,10-01-2024,Business Platinum Card®,10-01-2024,Ubiquiti Inc.,-8.89,P211195285,
21119-3996-7047,10-28-2024,Business Platinum Card®,10-28-2024,Ubiquiti Inc.,-54.96,P211195285,
21119-3996-7048,10-28-2024,Business Platinum Card®,10-28-2024,Ubiquiti Inc.,-24.99,P211195285,
21119-3996-7049,11-28-2024,Business Platinum Card®,11-28-2024,Ubiquiti Inc.,-24.99,P211195285,
21119-3996-7050,11-28-2024,Business Platinum Card®,11-28-2024,Ubiquiti Inc.,-54.96,P211195284,
21119-3996-7051,12-28-2024,Business Platinum Card®,12-28-2024,Ubiquiti Inc.,-54.96,P211195284,
21119-3996-7052,12-28-2024,Business Platinum Card®,12-28-2024,Ubiquiti Inc.,-24.99,P211195284,
21119-3996-7053,01-28-2025,Business Platinum Card®,01-28-2025,Ubiquiti Inc.,-24.99,P211195284,
21119-3996-7054,01-28-2025,Business Platinum Card®,01-28-2025,Ubiquiti Inc.,-54.96,P211195284,
21119-3996-7055,02-28-2025,Business Platinum Card®,02-28-2025,Ubiquiti Inc.,-54.96,P211195284,
21119-3996-7056,02-28-2025,Business Platinum Card®,02-28-2025,Ubiquiti Inc.,-24.99,P211195284,
21119-3996-7057,03-28-2025,Business Platinum Card®,03-28-2025,Ubiquiti Inc.,-24.99,P211195284,
21119-3996-7058,03-28-2025,Business Platinum Card®,03-28-2025,Ubiquiti Inc.,-54.96,P211195284,
21119-3996-7081,03-05-2023,Business Platinum Card®,03-05-2023,Uncle Jack's Steak House,-191.62,P211195280,
21119-3996-7094,05-06-2023,Business Platinum Card®,05-06-2023,United Airlines,-61.00,P211195285,
21119-3996-7095,05-06-2023,Business Platinum Card®,05-06-2023,United Airlines,-623.90,P211195284,
21119-3996-7096,08-02-2024,Business Platinum Card®,08-02-2024,United Airlines,-283.47,P211195285,
21119-3996-7097,11-15-2024,Business Platinum Card®,11-15-2024,United Airlines,-422.01,P211195284,
21119-3996-7098,11-15-2024,Business Platinum Card®,11-15-2024,United Airlines,-45.99,P211195285,
21119-3996-7099,11-15-2024,Business Platinum Card®,11-15-2024,United Airlines,-54.99,P211195284,
21119-3996-7100,11-15-2024,Business Platinum Card®,11-15-2024,United Airlines,-52.99,P211195285,
21119-3996-7101,11-15-2024,Business Platinum Card®,11-15-2024,United Airlines,-422.01,P211195285,
21119-3996-7102,11-15-2024,Business Platinum Card®,11-15-2024,United Airlines,-45.99,P211195285,
21119-3996-7103,12-16-2024,Business Platinum Card®,12-16-2024,United Airlines,-283.47,P211195285,
21119-3996-7104,01-13-2025,Business Platinum Card®,01-13-2025,United Airlines,-50.00,P211195285,
21119-3996-7105,01-13-2025,Business Platinum Card®,01-13-2025,United Airlines,-40.00,P211195285,
21119-3996-7106,06-14-2025,Blue Business Cash(TM),06-14-2025,United Airlines,-382.00,P211195285,
21119-3996-7107,06-14-2025,Blue Business Cash(TM),06-14-2025,United Airlines,-313.00,P211195285,
21119-3996-7108,06-14-2025,Blue Business Cash(TM),06-14-2025,United Airlines,-839.31,P211195285,
21119-3996-7109,07-15-2025,Business Platinum Card®,07-15-2025,United Airlines,-197.99,P211195285,
21119-3996-7110,07-15-2025,Business Platinum Card®,07-15-2025,United Airlines,-529.00,P211195285,
21119-3996-7111,11-17-2024,Business Platinum Card®,11-17-2024,United Airlines Houston,52.99,P211195285,
21119-3996-7112,11-17-2024,Business Platinum Card®,11-17-2024,United Airlines Houston,45.99,P211195285,
21119-3996-7113,11-17-2024,Business Platinum Card®,11-17-2024,United Airlines Houston,54.99,P211195285,
21119-3996-7114,11-17-2024,Business Platinum Card®,11-17-2024,United Airlines Houston,45.99,P211195285,
21119-3996-7115,07-16-2025,Business Platinum Card®,07-16-2025,United Airlines Houston,197.99,P211195285,
21119-3996-7116,07-17-2025,Business Platinum Card®,07-17-2025,United Airlines Houston,529.00,P211195285,
21119-3996-7117,07-28-2025,Blue Business Cash(TM),07-28-2025,United Airlines Houston,336.00,P211195285,
21119-3996-7131,10-05-2025,Chase Slate,10-05-2025,VARIETY COFFEE ROASTE,-3.27,P211195285,
21119-3996-7135,08-21-2023,Chase Freedom,08-21-2023,VILLAGE BARBER SHOP,-72.45,P211195285,
21119-3996-7137,07-12-2023,Business Platinum Card®,07-12-2023,VINES PIZZA LLC NEW YORK NY XXXX9010,-16.08,P211195285,
21119-3996-7138,08-05-2025,Blue Business Cash(TM),08-05-2025,VISHANS VIDEO INC NEW YORK NY XXXX3002,-48.99,P211195285,
21119-3996-7130,08-15-2023,Chase Freedom,08-15-2023,Valero,-21.37,P211195285,
21119-3996-7132,05-10-2023,Citi® Diamond Preferred® Card,05-10-2023,VendingCustomerService CHULA VISTA CA,-4.50,P211195285,
21119-3996-7133,05-10-2023,Citi® Diamond Preferred® Card,05-10-2023,VendingCustomerService CHULA VISTA CA,-5.00,P211195285,
21119-3996-7134,07-10-2025,Business Platinum Card®,07-10-2025,Verifone,-81.99,P211195285,
21119-3996-7136,07-13-2023,Business Platinum Card®,07-13-2023,"Village Barber Shop USA I, Inc.",-51.75,P211195285,
21119-3996-7139,08-12-2025,Blue Business Cash(TM),08-12-2025,Vishans Video New,48.99,P211195285,
21119-3996-7184,07-15-2025,Business Platinum Card®,07-15-2025,WANZHAOPLTS CH XXXX1009,-113.92,P211195285,
21119-3996-7201,09-03-2023,Chase Freedom,09-03-2023,WESTSIDE MARKET,-179.62,P211195285,
21119-3996-7202,11-04-2024,Business Platinum Card®,11-04-2024,WESTSIDE MARKET,-157.87,P211195285,
21119-3996-7203,04-02-2025,Business Platinum Card®,04-02-2025,WESTSIDE MARKET,-100.57,P211195285,
21119-3996-7204,10-11-2025,Citi® Diamond Preferred® Card,10-11-2025,WESTSIDE MARKET,-70.45,P211195285,
21119-3996-7205,03-23-2025,Chase Freedom,03-23-2025,WESTSIDE MARKET- 170,-57.67,P211195285,
21119-3996-7206,05-26-2025,Chase Freedom,05-26-2025,WESTSIDE MARKET- 170,-78.10,P211195285,
21119-3996-7207,07-15-2025,Chase Freedom,07-15-2025,WESTSIDE MARKET- 170,-49.60,P211195285,
21119-3996-7208,07-17-2025,Chase Freedom,07-17-2025,WESTSIDE MARKET- 170,-70.87,P211195285,
21119-3996-7209,09-26-2025,Chase Slate,09-26-2025,WESTSIDE MARKET- 170,-89.68,P211195285,
21119-3996-7210,02-18-2025,Personal,02-18-2025,WF PL CC PAYMENT PAYMENT PPD ID: WFRSAUTOPY,-113.05,P211195285,
21119-3996-7211,03-18-2025,Personal,03-18-2025,WF PL CC PAYMENT PAYMENT PPD ID: WFRSAUTOPY,-113.05,P211195285,
21119-3996-7212,04-04-2024,Chase Freedom,04-04-2024,WHISKY RIVER T2-D RDU,-25.56,P211195285,
21119-3996-7230,05-22-2024,Business Platinum Card®,05-22-2024,WIFIONBOARD CHICAGO IL XXXX1009,-4.95,P211195285,
21119-3996-7231,04-25-2025,Business Platinum Card®,04-25-2025,WINDSURF MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-7232,05-25-2025,Business Platinum Card®,05-25-2025,WINDSURF MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-7233,06-25-2025,Business Platinum Card®,06-25-2025,WINDSURF MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-7234,07-25-2025,Business Platinum Card®,07-25-2025,WINDSURF MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-7235,08-25-2025,Business Platinum Card®,08-25-2025,WINDSURF MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-7236,09-25-2025,Business Platinum Card®,09-25-2025,WINDSURF MOUNTAIN VIEW CA XXXX1009,-16.33,P211195285,
21119-3996-7246,06-10-2024,Business Platinum Card®,06-10-2024,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7247,07-20-2024,Business Platinum Card®,07-20-2024,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7248,08-19-2024,Business Platinum Card®,08-19-2024,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7249,09-18-2024,Business Platinum Card®,09-18-2024,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7250,10-18-2024,Business Platinum Card®,10-18-2024,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7251,11-18-2024,Business Platinum Card®,11-18-2024,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7252,12-17-2024,Business Platinum Card®,12-17-2024,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7253,01-16-2025,Business Platinum Card®,01-16-2025,WISEY-ADHD.COM X6714LAS VEGAS NV XXXX1009,-59.99,P211195285,
21119-3996-7254,11-05-2024,Business Platinum Card®,11-05-2024,WL *STEAM PURCHASE SEATTLE WA XXXX1009,-54.07,P211195285,
21119-3996-7255,07-09-2023,Chase Freedom,07-09-2023,WMGIFTSHOPRALCBORD,-20.00,P211195285,
21119-3996-7256,07-09-2023,Chase Freedom,07-09-2023,WMGIFTSHOPRALCBORD,-20.00,P211195285,
21119-3996-7257,07-09-2023,Chase Freedom,07-09-2023,WMGIFTSHOPRALCBORD,-4.28,P211195285,
21119-3996-7258,07-09-2023,Chase Freedom,07-09-2023,WMGIFTSHOPRALCBORD,-20.00,P211195285,
21119-3996-7261,07-13-2023,Business Platinum Card®,07-13-2023,WWW.CHATPDF.COM BERLIN BE XXXX1009,-5.00,P211195285,
21119-3996-7262,08-13-2023,Business Platinum Card®,08-13-2023,WWW.CHATPDF.COM BERLIN BE XXXX1009,-5.00,P211195285,
21119-3996-7263,07-22-2024,Chase Bonvoy - old,07-22-2024,WWW.DOWNLOADHELPER.NET,-18.00,P211195285,
21119-3996-7264,07-07-2024,Business Platinum Card®,07-07-2024,WWW.DOWNLOADHELPER.NSAINT GERVAIS SUR MAFR XXXX1009,-28.50,P211195285,
21119-3996-7265,06-11-2024,Business Platinum Card®,06-11-2024,WWW.PERPLEXITY.AI SAN FRANCISCO CA XXXX1009,-3.00,P211195285,
21119-3996-7266,06-11-2024,Business Platinum Card®,06-11-2024,WWW.PERPLEXITY.AI SAN FRANCISCO CA XXXX1009,-3.00,P211195285,
21119-3996-7267,03-09-2024,Business Platinum Card®,03-09-2024,WWW.SPLASHTOP.COM CUPERTINO CA XXXX1009,-107.79,P211195285,
21119-3996-7268,03-13-2024,Business Platinum Card®,03-13-2024,WWW.SPLASHTOP.COM CUPERTINO CA XXXX1009,-216.67,P211195285,
21119-3996-7269,03-09-2025,Business Platinum Card®,03-09-2025,WWW.SPLASHTOP.COM CUPERTINO CA XXXX1009,-107.79,P211195285,
21119-3996-7270,03-13-2025,Business Platinum Card®,03-13-2025,WWW.SPLASHTOP.COM CUPERTINO CA XXXX1009,-216.67,P211195285,
21119-3996-7295,12-04-2023,Business Platinum Card®,12-04-2023,WWW.UI.COM NEW YORK NY XXXX1009,-888.45,P211195285,
21119-3996-7296,01-11-2024,Business Platinum Card®,01-11-2024,WWW.UI.COM NEW YORK NY XXXX1009,-251.52,P211195285,
21119-3996-7297,06-14-2024,Business Platinum Card®,06-14-2024,WWW.UI.COM NEW YORK NY XXXX1009,-120.86,P211195285,
